-9.762361145019531250e+01,1.907927894592285156e+01,1.843101620674133301e+00,0.000000000000000000e+00,1.346768035888671875e+02,0.000000000000000000e+00
-1.490635833740234375e+02,9.117150878906250000e+01,1.843101620674133301e+00,0.000000000000000000e+00,8.962203216552734375e+01,0.000000000000000000e+00
2.431222839355468750e+02,9.815996551513671875e+01,1.843101620674133301e+00,0.000000000000000000e+00,-8.860674285888671875e+01,0.000000000000000000e+00
1.994196319580078125e+02,-5.502128601074218750e+00,1.843101620674133301e+00,0.000000000000000000e+00,-1.791441650390625000e+02,0.000000000000000000e+00
6.556886291503906250e+01,4.308813095092773438e+00,1.843101620674133301e+00,0.000000000000000000e+00,8.558230400085449219e-01,0.000000000000000000e+00
2.416952514648437500e+02,1.751004219055175781e+01,1.843101620674133301e+00,0.000000000000000000e+00,-8.860674285888671875e+01,0.000000000000000000e+00
2.443165893554687500e+02,5.367372131347656250e+01,1.843101620674133301e+00,0.000000000000000000e+00,-8.860674285888671875e+01,0.000000000000000000e+00
5.412854766845703125e+01,-1.961438446044921875e+02,1.843101620674133301e+00,0.000000000000000000e+00,1.439543843269348145e+00,0.000000000000000000e+00
1.405920410156250000e+02,5.371150493621826172e+00,1.843101620674133301e+00,0.000000000000000000e+00,8.558040261268615723e-01,0.000000000000000000e+00
1.019011783599853516e+01,2.075056762695312500e+02,1.843101620674133301e+00,0.000000000000000000e+00,-1.429748535156250000e-01,0.000000000000000000e+00
1.372380256652832031e+01,1.881715583801269531e+01,1.843101620674133301e+00,0.000000000000000000e+00,-3.879703521728515625e+01,0.000000000000000000e+00
2.312709197998046875e+02,1.426545238494873047e+01,1.843101620674133301e+00,0.000000000000000000e+00,9.139320373535156250e+01,0.000000000000000000e+00
1.437223510742187500e+02,-7.561257171630859375e+01,9.843105316162109375e+00,0.000000000000000000e+00,-1.784908752441406250e+02,0.000000000000000000e+00
1.100633392333984375e+02,-1.359145355224609375e+02,9.843105316162109375e+00,0.000000000000000000e+00,-1.787726898193359375e+02,0.000000000000000000e+00
